doc_id,title,article_chars,sentence_count,top_k,summary_chars,selected_indices,summary_text,has_reference,source,rouge1_f,rouge2_f,rougeL_f
67,"Bắt cặp đôi nghiện ma_tuý , chuyên đóng giả khách thuê phòng trọ để trộm tài_sản",1633,13,5,534,"[2, 3, 8, 10, 11]","Tuy_nhiên , ngay đêm đầu_tiên đến ở , lợi_dụng những người trong xóm trọ đi ngủ , nửa_đêm Tuấn và Phương liền bẻ_khoá , lấy trộm một chiếc xe_máy Yamaha_Exciter rồi tẩu_thoát . Sau đó cả hai bán được 11 triệu đồng lấy tiền tiêu_xài . Nếu thấy có_thể thực_hiện được hành_vi trộm_cắp , các đối_tượng này sẽ dùng CMND của người khác để đăng_ký thuê nhà_trọ , sau đó vào ở tối_đa là 2 ngày . Được biết cặp đôi này nghiện ma_tuý đã lâu , và sống với nhau như vợ_chồng . Hiện , Công_an quận 7 đang củng_cố hồ_sơ , mở_rộng điều_tra vụ_việc .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.3926940639269406,0.17511520737327188,0.2100456621004566
68,"Vụ doanh_nghiệp tố cán_bộ "" vòi "" 100 triệu : Cử_nhân Luật làm Trưởng BQL dự_án",4811,29,2,243,"[22, 26]","Bây_giờ xảy ra sự_việc như_vậy thì mọi người rất ngỡ_ngàng và đây cũng là bài_học kinh_nghiệm cho huyện trong quá_trình làm công_tác tổ_chức cán_bộ sau_này "" , bà Hương cho_biết thêm . Chúng_tôi sẽ tiếp_tục thông_tin về diễn_biến của sự_việc !",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.6107784431137725,0.14545454545454548,0.28742514970059874
68,"Vụ doanh_nghiệp tố cán_bộ "" vòi "" 100 triệu : Cử_nhân Luật làm Trưởng BQL dự_án",4811,29,3,316,"[19, 22, 26]",""" Nếu người có trình_độ xây_dựng , giao_thông hay thuỷ_lợi thì tốt hơn . Bây_giờ xảy ra sự_việc như_vậy thì mọi người rất ngỡ_ngàng và đây cũng là bài_học kinh_nghiệm cho huyện trong quá_trình làm công_tác tổ_chức cán_bộ sau_này "" , bà Hương cho_biết thêm . Chúng_tôi sẽ tiếp_tục thông_tin về diễn_biến của sự_việc !",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.631578947368421,0.23404255319148937,0.30526315789473685
68,"Vụ doanh_nghiệp tố cán_bộ "" vòi "" 100 triệu : Cử_nhân Luật làm Trưởng BQL dự_án",4811,29,4,495,"[1, 19, 22, 26]","Theo nội_dung đơn , tháng 5/2018 , công_ty của ông Minh có nhận thư mời_thầu dự_án xây_dựng hội_trường nhà_văn_hoá xã Hà_Thái , huyện Hà_Trung , với tổng mức đầu_tư 3,7 tỷ đồng . "" Nếu người có trình_độ xây_dựng , giao_thông hay thuỷ_lợi thì tốt hơn . Bây_giờ xảy ra sự_việc như_vậy thì mọi người rất ngỡ_ngàng và đây cũng là bài_học kinh_nghiệm cho huyện trong quá_trình làm công_tác tổ_chức cán_bộ sau_này "" , bà Hương cho_biết thêm . Chúng_tôi sẽ tiếp_tục thông_tin về diễn_biến của sự_việc !",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.5645161290322581,0.2682926829268293,0.29032258064516125
68,"Vụ doanh_nghiệp tố cán_bộ "" vòi "" 100 triệu : Cử_nhân Luật làm Trưởng BQL dự_án",4811,29,5,693,"[1, 19, 22, 25, 26]","Theo nội_dung đơn , tháng 5/2018 , công_ty của ông Minh có nhận thư mời_thầu dự_án xây_dựng hội_trường nhà_văn_hoá xã Hà_Thái , huyện Hà_Trung , với tổng mức đầu_tư 3,7 tỷ đồng . "" Nếu người có trình_độ xây_dựng , giao_thông hay thuỷ_lợi thì tốt hơn . Bây_giờ xảy ra sự_việc như_vậy thì mọi người rất ngỡ_ngàng và đây cũng là bài_học kinh_nghiệm cho huyện trong quá_trình làm công_tác tổ_chức cán_bộ sau_này "" , bà Hương cho_biết thêm . Tuy_nhiên , sự_việc này đang được Công_an tỉnh điều_tra nên đơn_vị đang chờ sau khi kết_luận , nếu tố_cáo là đúng sự_thật thì huyện mới tiến_hành các quy_trình xử_lý Đảng_viên và cán_bộ tiếp_theo . Chúng_tôi sẽ tiếp_tục thông_tin về diễn_biến của sự_việc !",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.4904458598726115,0.24358974358974356,0.2611464968152866
69,"Cấm mua_bán , cho , tặng quân_trang , quân_dụng , công_cụ hỗ_trợ",5430,14,2,725,"[6, 13]","Bộ_trưởng Công_an cũng chỉ_đạo , Thủ_trưởng Công_an các đơn_vị có cơ_sở kinh_doanh quân_trang , quân_dụng dùng cho lực_lượng_vũ_trang quản_lý chặt_chẽ , thường_xuyên kiểm_tra việc kinh_doanh bảo_đảm thực_hiện đúng quy_định tại Nghị_định số 96/2016/NĐ-CP ngày 01/7/2016 của Chính_phủ quy_định điều_kiện về an_ninh , trật_tự đối_với một_số ngành_nghề đầu_tư kinh_doanh có điều_kiện , Thông_tư số 43/2017/TT-BCA ngày 20/10/2017 của bộ Công_an quy_định về trình_tự cấp , thu_hồi giấy chứng_nhận đủ điều_kiện về an_ninh , trật_tự và sát_hạch , cấp chứng_chỉ nghiệp_vụ bảo_vệ ; khẩn_trương , rà_soát , báo_cáo các cơ_sở kinh_doanh do đơn_vị quản_lý để tổng_cục Cảnh_sát theo_dõi , hướng_dẫn , quản_lý chung . ( Nguồn : Internet ) .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.31111111111111106,0.15671641791044777,0.2074074074074074
69,"Cấm mua_bán , cho , tặng quân_trang , quân_dụng , công_cụ hỗ_trợ",5430,14,3,1431,"[6, 9, 13]","Bộ_trưởng Công_an cũng chỉ_đạo , Thủ_trưởng Công_an các đơn_vị có cơ_sở kinh_doanh quân_trang , quân_dụng dùng cho lực_lượng_vũ_trang quản_lý chặt_chẽ , thường_xuyên kiểm_tra việc kinh_doanh bảo_đảm thực_hiện đúng quy_định tại Nghị_định số 96/2016/NĐ-CP ngày 01/7/2016 của Chính_phủ quy_định điều_kiện về an_ninh , trật_tự đối_với một_số ngành_nghề đầu_tư kinh_doanh có điều_kiện , Thông_tư số 43/2017/TT-BCA ngày 20/10/2017 của bộ Công_an quy_định về trình_tự cấp , thu_hồi giấy chứng_nhận đủ điều_kiện về an_ninh , trật_tự và sát_hạch , cấp chứng_chỉ nghiệp_vụ bảo_vệ ; khẩn_trương , rà_soát , báo_cáo các cơ_sở kinh_doanh do đơn_vị quản_lý để tổng_cục Cảnh_sát theo_dõi , hướng_dẫn , quản_lý chung . Cục Pháp_chế và cải_cách hành_chính , tư_pháp nghiên_cứu đề_xuất Bộ tham_mưu Chính_phủ tăng mức chế_tài xử_phạt vi_phạm hành_chính đối_với các hành_vi mua , bán , tàng_trữ , sử_dụng trái_phép quân_trang , quân_dụng và công_cụ hỗ_trợ ngành Công_an được quy_định tại Nghị_định số 185/2013/NĐ-CP ngày 15/11/2013 của Chính_phủ quy_định xử_phạt vi_phạm hành_chính trong hoạt_động thương_mại , sản_xuất , buôn_bán hàng giả , hàng cấm và bảo_vệ quyền_lợi người tiêu_dùng ; bám sát quá_trình xây_dựng , sửa_đổi các quy_định pháp_luật liên_quan , kịp_thời đề_xuất tăng mức chế_tài xử_lý hình_sự đối_với các hành_vi mua_bán , tàng_trữ , sử_dụng trái_phép quân_trang , quân_dụng và công_cụ hỗ_trợ của ngành Công_an . ( Nguồn : Internet ) .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.17221135029354206,0.11787819253438114,0.15655577299412918
69,"Cấm mua_bán , cho , tặng quân_trang , quân_dụng , công_cụ hỗ_trợ",5430,14,4,1850,"[2, 6, 9, 13]","Một_số đối_tượng chống_đối , phần_tử xấu đã sử_dụng trang_phục , công_cụ hỗ_trợ của lực_lượng Công_an thực_hiện hành_vi vi_phạm pháp_luật , thậm_chí giả_danh lực_lượng Công_an trà_trộn vào các đám đông , ý_đồ tấn_công người biểu_tình để vu_khống lực_lượng Công_an đánh dân , gây mâu_thuẫn , kích_động biểu_tình , bạo_loạn , gây mất an_ninh , trật_tự , gây ảnh_hưởng đến uy_tín của lực_lượng Công_an nhân_dân ( CAND ) . Bộ_trưởng Công_an cũng chỉ_đạo , Thủ_trưởng Công_an các đơn_vị có cơ_sở kinh_doanh quân_trang , quân_dụng dùng cho lực_lượng_vũ_trang quản_lý chặt_chẽ , thường_xuyên kiểm_tra việc kinh_doanh bảo_đảm thực_hiện đúng quy_định tại Nghị_định số 96/2016/NĐ-CP ngày 01/7/2016 của Chính_phủ quy_định điều_kiện về an_ninh , trật_tự đối_với một_số ngành_nghề đầu_tư kinh_doanh có điều_kiện , Thông_tư số 43/2017/TT-BCA ngày 20/10/2017 của bộ Công_an quy_định về trình_tự cấp , thu_hồi giấy chứng_nhận đủ điều_kiện về an_ninh , trật_tự và sát_hạch , cấp chứng_chỉ nghiệp_vụ bảo_vệ ; khẩn_trương , rà_soát , báo_cáo các cơ_sở kinh_doanh do đơn_vị quản_lý để tổng_cục Cảnh_sát theo_dõi , hướng_dẫn , quản_lý chung . Cục Pháp_chế và cải_cách hành_chính , tư_pháp nghiên_cứu đề_xuất Bộ tham_mưu Chính_phủ tăng mức chế_tài xử_phạt vi_phạm hành_chính đối_với các hành_vi mua , bán , tàng_trữ , sử_dụng trái_phép quân_trang , quân_dụng và công_cụ hỗ_trợ ngành Công_an được quy_định tại Nghị_định số 185/2013/NĐ-CP ngày 15/11/2013 của Chính_phủ quy_định xử_phạt vi_phạm hành_chính trong hoạt_động thương_mại , sản_xuất , buôn_bán hàng giả , hàng cấm và bảo_vệ quyền_lợi người tiêu_dùng ; bám sát quá_trình xây_dựng , sửa_đổi các quy_định pháp_luật liên_quan , kịp_thời đề_xuất tăng mức chế_tài xử_lý hình_sự đối_với các hành_vi mua_bán , tàng_trữ , sử_dụng trái_phép quân_trang , quân_dụng và công_cụ hỗ_trợ của ngành Công_an . ( Nguồn : Internet ) .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.1380368098159509,0.09538461538461539,0.12269938650306747
69,"Cấm mua_bán , cho , tặng quân_trang , quân_dụng , công_cụ hỗ_trợ",5430,14,5,2688,"[2, 3, 6, 9, 13]","Một_số đối_tượng chống_đối , phần_tử xấu đã sử_dụng trang_phục , công_cụ hỗ_trợ của lực_lượng Công_an thực_hiện hành_vi vi_phạm pháp_luật , thậm_chí giả_danh lực_lượng Công_an trà_trộn vào các đám đông , ý_đồ tấn_công người biểu_tình để vu_khống lực_lượng Công_an đánh dân , gây mâu_thuẫn , kích_động biểu_tình , bạo_loạn , gây mất an_ninh , trật_tự , gây ảnh_hưởng đến uy_tín của lực_lượng Công_an nhân_dân ( CAND ) . Để tăng_cường quản_lý quân_trang , quân_dụng , công_cụ hỗ_trợ của CAND trong thời_gian tới , góp_phần siết chặt kỷ_luật , kỷ_cương , việc chấp_hành Điều_lệnh CAND và các quy_định có liên_quan , không để xảy ra sơ_hở , thiếu_sót gây ảnh_hưởng đến uy_tín của lực_lượng CAND , không để các đối_tượng chống_đối , phần_tử xấu lợi_dụng trang_phục , công_cụ hỗ_trợ ngành Công_an thực_hiện hành_vi vi_phạm pháp_luật , Bộ Công_an yêu_cầu : Thủ_trưởng Công_an các đơn_vị , Giám_đốc Công_an , Cảnh_sát phòng cháy chữa_cháy các tỉnh , thành_phố trực_thuộc Trung_ương chịu trách_nhiệm trước Bộ_trưởng việc sản_xuất , cấp_phát , quản_lý , sử_dụng quân_trang , quân_dụng , công_cụ hỗ_trợ của CAND trong phạm_vi địa_bàn , lĩnh_vực được giao phụ_trách ; có biện_pháp quản_lý chặt_chẽ phù_hiệu , cấp_hiệu sau khi cán_bộ , chiến_sỹ được thăng cấp bậc hàm . Bộ_trưởng Công_an cũng chỉ_đạo , Thủ_trưởng Công_an các đơn_vị có cơ_sở kinh_doanh quân_trang , quân_dụng dùng cho lực_lượng_vũ_trang quản_lý chặt_chẽ , thường_xuyên kiểm_tra việc kinh_doanh bảo_đảm thực_hiện đúng quy_định tại Nghị_định số 96/2016/NĐ-CP ngày 01/7/2016 của Chính_phủ quy_định điều_kiện về an_ninh , trật_tự đối_với một_số ngành_nghề đầu_tư kinh_doanh có điều_kiện , Thông_tư số 43/2017/TT-BCA ngày 20/10/2017 của bộ Công_an quy_định về trình_tự cấp , thu_hồi giấy chứng_nhận đủ điều_kiện về an_ninh , trật_tự và sát_hạch , cấp chứng_chỉ nghiệp_vụ bảo_vệ ; khẩn_trương , rà_soát , báo_cáo các cơ_sở kinh_doanh do đơn_vị quản_lý để tổng_cục Cảnh_sát theo_dõi , hướng_dẫn , quản_lý chung . Cục Pháp_chế và cải_cách hành_chính , tư_pháp nghiên_cứu đề_xuất Bộ tham_mưu Chính_phủ tăng mức chế_tài xử_phạt vi_phạm hành_chính đối_với các hành_vi mua , bán , tàng_trữ , sử_dụng trái_phép quân_trang , quân_dụng và công_cụ hỗ_trợ ngành Công_an được quy_định tại Nghị_định số 185/2013/NĐ-CP ngày 15/11/2013 của Chính_phủ quy_định xử_phạt vi_phạm hành_chính trong hoạt_động thương_mại , sản_xuất , buôn_bán hàng giả , hàng cấm và bảo_vệ quyền_lợi người tiêu_dùng ; bám sát quá_trình xây_dựng , sửa_đổi các quy_định pháp_luật liên_quan , kịp_thời đề_xuất tăng mức chế_tài xử_lý hình_sự đối_với các hành_vi mua_bán , tàng_trữ , sử_dụng trái_phép quân_trang , quân_dụng và công_cụ hỗ_trợ của ngành Công_an . ( Nguồn : Internet ) .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.09687836383207751,0.07335490830636461,0.0882669537136706
70,"Bắt nhóm "" giang_hồ "" truy_sát người khác vì mâu_thuẫn trong lúc hát karaoke",3574,36,2,114,"[6, 34]","Sẵn có hơi men , Xuyên nặng_lời chửi lại . Hiện , vụ_việc đang được cơ_quan_chức_năng tiếp_tục điều_tra , làm rõ .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.41999999999999993,0.020408163265306124,0.26
70,"Bắt nhóm "" giang_hồ "" truy_sát người khác vì mâu_thuẫn trong lúc hát karaoke",3574,36,3,172,"[6, 7, 34]","Sẵn có hơi men , Xuyên nặng_lời chửi lại . Mâu_thuẫn lên đến đỉnh_điểm , cả hai lao vào nhau ẩu_đả . Hiện , vụ_việc đang được cơ_quan_chức_năng tiếp_tục điều_tra , làm rõ .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.4444444444444445,0.1217391304347826,0.27350427350427353
70,"Bắt nhóm "" giang_hồ "" truy_sát người khác vì mâu_thuẫn trong lúc hát karaoke",3574,36,4,218,"[6, 7, 21, 34]","Sẵn có hơi men , Xuyên nặng_lời chửi lại . Mâu_thuẫn lên đến đỉnh_điểm , cả hai lao vào nhau ẩu_đả . Mau đi ra khỏi đây không tao chém bay đầu "" . Hiện , vụ_việc đang được cơ_quan_chức_năng tiếp_tục điều_tra , làm rõ .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.4461538461538461,0.125,0.27692307692307694
70,"Bắt nhóm "" giang_hồ "" truy_sát người khác vì mâu_thuẫn trong lúc hát karaoke",3574,36,5,328,"[6, 7, 21, 26, 34]","Sẵn có hơi men , Xuyên nặng_lời chửi lại . Mâu_thuẫn lên đến đỉnh_điểm , cả hai lao vào nhau ẩu_đả . Mau đi ra khỏi đây không tao chém bay đầu "" . Hậu_quả , vụ truy_sát khiến anh Huân mang thương_tật vĩnh_viễn là 66 % , Diệu mang thương_tật vĩnh_viễn 5 % . Hiện , vụ_việc đang được cơ_quan_chức_năng tiếp_tục điều_tra , làm rõ .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.48484848484848486,0.12269938650306748,0.2545454545454546
71,Khởi_tố đối_tượng dùng sổ_đỏ giả lừa_đảo chiếm_đoạt tài_sản ở Đà_Nẵng,1315,10,2,327,"[0, 4]","Báo Thanh_Niên đưa tin , trưa 13/8 , Công_an quận Cẩm_Lệ ( thành_phố Đà_Nẵng ) cho_biết đã khởi_tố vụ án , khởi_tố bị_can , bắt tạm giam Nguyễn_Thị_Nga ( 37 tuổi , ngụ phường An_Hải_Đông , quận Sơn_Trà , tạm_trú phường Hoà_Xuân , quận Cẩm_Lệ , thành_phố Đà_Nẵng ) về tội lừa_đảo chiếm_đoạt tài_sản . T.H và vay_mượn thêm tiền .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.4489795918367347,0.05517241379310345,0.2585034013605442
71,Khởi_tố đối_tượng dùng sổ_đỏ giả lừa_đảo chiếm_đoạt tài_sản ở Đà_Nẵng,1315,10,3,528,"[0, 1, 4]","Báo Thanh_Niên đưa tin , trưa 13/8 , Công_an quận Cẩm_Lệ ( thành_phố Đà_Nẵng ) cho_biết đã khởi_tố vụ án , khởi_tố bị_can , bắt tạm giam Nguyễn_Thị_Nga ( 37 tuổi , ngụ phường An_Hải_Đông , quận Sơn_Trà , tạm_trú phường Hoà_Xuân , quận Cẩm_Lệ , thành_phố Đà_Nẵng ) về tội lừa_đảo chiếm_đoạt tài_sản . Theo điều_tra , trong quá_trình mua_bán bất_động_sản , Nguyễn_Thị_Nga nợ_nần nhiều người , đến khoảng tháng 8/2018 , Nga vỡ_nợ , bị nhiều chủ_nợ truy đòi nên nảy_sinh ý_định làm sổ_đỏ giả để lừa_đảo . T.H và vay_mượn thêm tiền .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.37254901960784315,0.0891089108910891,0.22549019607843135
71,Khởi_tố đối_tượng dùng sổ_đỏ giả lừa_đảo chiếm_đoạt tài_sản ở Đà_Nẵng,1315,10,4,656,"[0, 1, 4, 8]","Báo Thanh_Niên đưa tin , trưa 13/8 , Công_an quận Cẩm_Lệ ( thành_phố Đà_Nẵng ) cho_biết đã khởi_tố vụ án , khởi_tố bị_can , bắt tạm giam Nguyễn_Thị_Nga ( 37 tuổi , ngụ phường An_Hải_Đông , quận Sơn_Trà , tạm_trú phường Hoà_Xuân , quận Cẩm_Lệ , thành_phố Đà_Nẵng ) về tội lừa_đảo chiếm_đoạt tài_sản . Theo điều_tra , trong quá_trình mua_bán bất_động_sản , Nguyễn_Thị_Nga nợ_nần nhiều người , đến khoảng tháng 8/2018 , Nga vỡ_nợ , bị nhiều chủ_nợ truy đòi nên nảy_sinh ý_định làm sổ_đỏ giả để lừa_đảo . T.H và vay_mượn thêm tiền . Sau đó , Cơ_quan Cảnh_sát điều_tra , Công_an quận Cẩm_Lệ , thành_phố Đà_Nẵng vào_cuộc điều_tra , làm rõ động_cơ của đối_tượng .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.3360655737704918,0.08264462809917356,0.2213114754098361
71,Khởi_tố đối_tượng dùng sổ_đỏ giả lừa_đảo chiếm_đoạt tài_sản ở Đà_Nẵng,1315,10,5,779,"[0, 1, 2, 4, 8]","Báo Thanh_Niên đưa tin , trưa 13/8 , Công_an quận Cẩm_Lệ ( thành_phố Đà_Nẵng ) cho_biết đã khởi_tố vụ án , khởi_tố bị_can , bắt tạm giam Nguyễn_Thị_Nga ( 37 tuổi , ngụ phường An_Hải_Đông , quận Sơn_Trà , tạm_trú phường Hoà_Xuân , quận Cẩm_Lệ , thành_phố Đà_Nẵng ) về tội lừa_đảo chiếm_đoạt tài_sản . Theo điều_tra , trong quá_trình mua_bán bất_động_sản , Nguyễn_Thị_Nga nợ_nần nhiều người , đến khoảng tháng 8/2018 , Nga vỡ_nợ , bị nhiều chủ_nợ truy đòi nên nảy_sinh ý_định làm sổ_đỏ giả để lừa_đảo . Nga lên mạng xã_hội đặt làm giả sổ_đỏ lô đất ở Khu_đô_thị sinh_thái ven sông Hoà_Xuân ( quận Cẩm_Lệ ) , diện_tích 100 m2 . T.H và vay_mượn thêm tiền . Sau đó , Cơ_quan Cảnh_sát điều_tra , Công_an quận Cẩm_Lệ , thành_phố Đà_Nẵng vào_cuộc điều_tra , làm rõ động_cơ của đối_tượng .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.29893238434163705,0.1003584229390681,0.21352313167259787
72,Hà_Nội : Kinh_hoàng nhân_viên bảo_vệ cửa_hàng điện_máy bị nam thanh_niên chém trọng_thương,1256,8,2,78,"[5, 7]",Nam bảo vệ sau đó được người_dân hỗ trợ đưa đi cấp cứu . Hiện_trường vụ_việc .,True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.4235294117647059,0.12048192771084336,0.23529411764705882
72,Hà_Nội : Kinh_hoàng nhân_viên bảo_vệ cửa_hàng điện_máy bị nam thanh_niên chém trọng_thương,1256,8,3,167,"[5, 6, 7]","Nam bảo vệ sau đó được người_dân hỗ trợ đưa đi cấp cứu . Hiện Công_an huyện Thạch Thất đang vào cuộc điều tra , làm rõ vụ việc nghiêm trọng này . Hiện_trường vụ_việc .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.6206896551724138,0.2631578947368421,0.396551724137931
72,Hà_Nội : Kinh_hoàng nhân_viên bảo_vệ cửa_hàng điện_máy bị nam thanh_niên chém trọng_thương,1256,8,4,265,"[2, 5, 6, 7]","Được biết , nạn_nhân là người địa_phương , đang làm nhân_viên bảo_vệ của cửa_hàng Điện máy xanh . Nam bảo vệ sau đó được người_dân hỗ trợ đưa đi cấp cứu . Hiện Công_an huyện Thạch Thất đang vào cuộc điều tra , làm rõ vụ việc nghiêm trọng này . Hiện_trường vụ_việc .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.6133333333333334,0.29729729729729726,0.32
72,Hà_Nội : Kinh_hoàng nhân_viên bảo_vệ cửa_hàng điện_máy bị nam thanh_niên chém trọng_thương,1256,8,5,585,"[1, 2, 5, 6, 7]","Theo thông_tin ban đầu , sáng 1/8 , trên mạng xã_hội xuất_hiện một bài đăng kèm theo clip ghi lại cảnh một nam thanh_niên bất ngờ lao vào dùng hung khí đánh liên tục vào người đàn_ông trung_tuổi , khiến người này trọng_thương tại trước cửa_hàng Điện_máy Xanh ở ngã 3 , thị_trấn Liên_Quan , huyện Thạch_Thất ( Hà_Nội ) . Được biết , nạn_nhân là người địa_phương , đang làm nhân_viên bảo_vệ của cửa_hàng Điện máy xanh . Nam bảo vệ sau đó được người_dân hỗ trợ đưa đi cấp cứu . Hiện Công_an huyện Thạch Thất đang vào cuộc điều tra , làm rõ vụ việc nghiêm trọng này . Hiện_trường vụ_việc .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.407843137254902,0.26086956521739135,0.2666666666666666
73,Lời khai của gã cha giết con_gái 8 tuổi : Sống cạnh thi_thể 2 ngày tính kế phi_tang,2146,28,2,170,"[12, 15]","Cũng lúc này , chị H. nghe tin từ con_gái , nhiều lần gọi điện vào thể_hiện thái_độ ghen_tuông . quấy khóc và có làm đổ sữa ra giường ngủ ở khách_sạn khiến Hờn tức_giận .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.6324786324786326,0.08695652173913043,0.2905982905982906
73,Lời khai của gã cha giết con_gái 8 tuổi : Sống cạnh thi_thể 2 ngày tính kế phi_tang,2146,28,3,230,"[12, 15, 27]","Cũng lúc này , chị H. nghe tin từ con_gái , nhiều lần gọi điện vào thể_hiện thái_độ ghen_tuông . quấy khóc và có làm đổ sữa ra giường ngủ ở khách_sạn khiến Hờn tức_giận . Cơ_quan_chức_năng quần_thảo sông Hàn tìm thi_thể nạn_nhân .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.60431654676259,0.17518248175182483,0.302158273381295
73,Lời khai của gã cha giết con_gái 8 tuổi : Sống cạnh thi_thể 2 ngày tính kế phi_tang,2146,28,4,275,"[4, 12, 15, 27]","vào TP. Đà_Nẵng sinh_sống bằng nghề cơ_khí . Cũng lúc này , chị H. nghe tin từ con_gái , nhiều lần gọi điện vào thể_hiện thái_độ ghen_tuông . quấy khóc và có làm đổ sữa ra giường ngủ ở khách_sạn khiến Hờn tức_giận . Cơ_quan_chức_năng quần_thảo sông Hàn tìm thi_thể nạn_nhân .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.5526315789473685,0.16,0.30263157894736836
73,Lời khai của gã cha giết con_gái 8 tuổi : Sống cạnh thi_thể 2 ngày tính kế phi_tang,2146,28,5,370,"[4, 5, 12, 15, 27]","vào TP. Đà_Nẵng sinh_sống bằng nghề cơ_khí . Do chưa có nhà nên Hời gửi con ở một ngôi chùa tại huyện Hoà_Vang , thỉnh_thoảng có lên thăm . Cũng lúc này , chị H. nghe tin từ con_gái , nhiều lần gọi điện vào thể_hiện thái_độ ghen_tuông . quấy khóc và có làm đổ sữa ra giường ngủ ở khách_sạn khiến Hờn tức_giận . Cơ_quan_chức_năng quần_thảo sông Hàn tìm thi_thể nạn_nhân .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.508108108108108,0.17486338797814208,0.29189189189189185
74,"Khởi_tố hai nữ quái giở_trò "" đạo chích "" ở hồ Hoàn_Kiếm",1815,20,2,299,"[0, 12]","Cơ_quan CSĐT – CAQ Hoàn_Kiếm , TP. Hà_Nội vừa ra quyết_định khởi_tố vụ án , khởi_tố bị_can , tạm giam đối_với Nguyễn_Thị_Nga ( SN 1998 , trú tại Yên_Mỹ , Hưng_Yên ) và Tào_Thị_Thuần ( SN 1987 , trú tại Kim_Động , Hưng_Yên ) để điều_tra , làm rõ về hành_vi trộm_cắp tài_sản . 000 VNĐ ( gồm 14 tờ 500.",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.3795620437956204,0.044444444444444446,0.218978102189781
74,"Khởi_tố hai nữ quái giở_trò "" đạo chích "" ở hồ Hoàn_Kiếm",1815,20,3,418,"[0, 12, 18]","Cơ_quan CSĐT – CAQ Hoàn_Kiếm , TP. Hà_Nội vừa ra quyết_định khởi_tố vụ án , khởi_tố bị_can , tạm giam đối_với Nguyễn_Thị_Nga ( SN 1998 , trú tại Yên_Mỹ , Hưng_Yên ) và Tào_Thị_Thuần ( SN 1987 , trú tại Kim_Động , Hưng_Yên ) để điều_tra , làm rõ về hành_vi trộm_cắp tài_sản . 000 VNĐ ( gồm 14 tờ 500. Ngay sau đó , CAP đã phối_hợp với đội CSHS – CAQ Hoàn_Kiếm rà_soát , bắt_giữ hai "" nữ quái "" gây ra vụ trộm_cắp trên .",True,local:C:\Users\OS\OneDrive\Desktop\Text_Summarization\data\raw\vietnews\train.jsonl,0.3468208092485549,0.08187134502923976,0.21965317919075147
